response time; entry; Client-main; 1.2488296998513713
response time; entry; srv1-service; 1.0972396135330198
response time; entry; srv2-service; 0.8700162317301777
response time; entry; srv3-service; 0.36279369367135544
throughput; entry; Client-main; 4.8329370914545144
throughput; entry; srv1-service; 4.8329161050346485
throughput; entry; srv2-service; 4.832831963644122
throughput; entry; srv3-service; 4.832852949333242
