cli; entry; Client-main; 50
response time; entry; Client-main; 4.881932374907704
response time; entry; srv1-service; 4.329379674864979
response time; entry; srv2-service; 3.124833368673557
response time; entry; srv3-service; 1.100943893921085
throughput; entry; Client-main; 10.323824084551688
throughput; entry; srv1-service; 10.323735087358076
throughput; entry; srv2-service; 10.270894629598473
throughput; entry; srv3-service; 10.150051641209158
