cli; entry; Client-main; 10
response time; entry; Client-main; 0.8478247173901263
response time; entry; srv1-service; 0.6867594796008077
response time; entry; srv2-service; 0.5347905164134916
response time; entry; srv3-service; 0.21699884855027865
throughput; entry; Client-main; 11.867533726052619
throughput; entry; srv1-service; 11.867533771282252
throughput; entry; srv2-service; 11.86862655656305
throughput; entry; srv3-service; 11.868585996342047
