cli; entry; Client-main; 30
response time; entry; Client-main; 2.7903000116348258
response time; entry; srv1-service; 2.571274604116167
response time; entry; srv2-service; 2.0325540162268134
response time; entry; srv3-service; 0.8089793579919
throughput; entry; Client-main; 11.051080467518624
throughput; entry; srv1-service; 11.05117714656046
throughput; entry; srv2-service; 10.96357668536243
throughput; entry; srv3-service; 10.881674936104446
