cli; entry; Client-main; 20
response time; entry; Client-main; 0.9787016478505469
response time; entry; srv1-service; 0.8179843189692731
response time; entry; srv2-service; 0.6375476835977919
response time; entry; srv3-service; 0.26006286842103044
throughput; entry; Client-main; 20.531167672973577
throughput; entry; srv1-service; 20.531237303567355
throughput; entry; srv2-service; 20.53200261044087
throughput; entry; srv3-service; 20.53186328492289
